date,actual,forecast
2027-01-01,1,1.0302782276938303
2027-01-02,0,1.1025359595533084
2027-01-03,0,1.097151755586165
2027-01-04,1,1.0975529535149373
2027-01-05,2,1.0975230587005815
2027-01-06,1,1.0975252862791938
2027-01-07,2,1.0975251202936682
2027-01-08,0,1.0975251326618938
2027-01-09,1,1.0975251317402892
2027-01-10,1,1.0975251318089616
2027-01-11,2,1.0975251318038446
2027-01-12,1,1.0975251318042258
2027-01-13,1,1.0975251318041974
2027-01-14,3,1.0975251318041996
2027-01-15,2,1.0975251318041994
2027-01-16,0,1.0975251318041994
2027-01-17,1,1.0975251318041994
2027-01-18,0,1.0975251318041994
2027-01-19,3,1.0975251318041994
2027-01-20,0,1.0975251318041994
2027-01-21,1,1.0975251318041994
2027-01-22,2,1.0975251318041994
2027-01-23,2,1.0975251318041994
2027-01-24,1,1.0975251318041994
2027-01-25,3,1.0975251318041994
2027-01-26,1,1.0975251318041994
2027-01-27,0,1.0975251318041994
2027-01-28,2,1.0975251318041994
2027-01-29,0,1.0975251318041994
2027-01-30,1,1.0975251318041994
2027-01-31,1,1.0975251318041994
2027-02-01,2,1.0975251318041994
2027-02-02,1,1.0975251318041994
2027-02-03,2,1.0975251318041994
2027-02-04,0,1.0975251318041994
2027-02-05,0,1.0975251318041994
2027-02-06,1,1.0975251318041994
2027-02-07,0,1.0975251318041994
2027-02-08,4,1.0975251318041994
2027-02-09,2,1.0975251318041994
2027-02-10,1,1.0975251318041994
2027-02-11,0,1.0975251318041994
2027-02-12,2,1.0975251318041994
2027-02-13,0,1.0975251318041994
2027-02-14,2,1.0975251318041994
2027-02-15,1,1.0975251318041994
2027-02-16,1,1.0975251318041994
2027-02-17,1,1.0975251318041994
2027-02-18,0,1.0975251318041994
2027-02-19,1,1.0975251318041994
2027-02-20,2,1.0975251318041994
2027-02-21,1,1.0975251318041994
2027-02-22,2,1.0975251318041994
2027-02-23,1,1.0975251318041994
2027-02-24,0,1.0975251318041994
2027-02-25,1,1.0975251318041994
2027-02-26,0,1.0975251318041994
2027-02-27,1,1.0975251318041994
2027-02-28,1,1.0975251318041994
2027-03-01,0,1.0975251318041994
2027-03-02,2,1.0975251318041994
2027-03-03,0,1.0975251318041994
2027-03-04,1,1.0975251318041994
2027-03-05,0,1.0975251318041994
2027-03-06,1,1.0975251318041994
2027-03-07,0,1.0975251318041994
2027-03-08,1,1.0975251318041994
2027-03-09,2,1.0975251318041994
2027-03-10,1,1.0975251318041994
2027-03-11,0,1.0975251318041994
2027-03-12,0,1.0975251318041994
2027-03-13,0,1.0975251318041994
2027-03-14,1,1.0975251318041994
2027-03-15,0,1.0975251318041994
2027-03-16,1,1.0975251318041994
2027-03-17,0,1.0975251318041994
2027-03-18,1,1.0975251318041994
2027-03-19,0,1.0975251318041994
2027-03-20,0,1.0975251318041994
2027-03-21,1,1.0975251318041994
2027-03-22,1,1.0975251318041994
2027-03-23,0,1.0975251318041994
2027-03-24,0,1.0975251318041994
2027-03-25,0,1.0975251318041994
2027-03-26,1,1.0975251318041994
2027-03-27,1,1.0975251318041994
2027-03-28,0,1.0975251318041994
2027-03-29,0,1.0975251318041994
2027-03-30,1,1.0975251318041994
2027-03-31,1,1.0975251318041994
2027-04-01,0,1.0975251318041994
2027-04-02,0,1.0975251318041994
2027-04-03,2,1.0975251318041994
2027-04-04,0,1.0975251318041994
2027-04-05,0,1.0975251318041994
2027-04-06,0,1.0975251318041994
2027-04-07,1,1.0975251318041994
2027-04-08,1,1.0975251318041994
2027-04-09,0,1.0975251318041994
2027-04-10,0,1.0975251318041994
2027-04-11,0,1.0975251318041994
2027-04-12,0,1.0975251318041994
2027-04-13,0,1.0975251318041994
2027-04-14,1,1.0975251318041994
2027-04-15,1,1.0975251318041994
2027-04-16,0,1.0975251318041994
2027-04-17,0,1.0975251318041994
2027-04-18,1,1.0975251318041994
2027-04-19,1,1.0975251318041994
2027-04-20,0,1.0975251318041994
2027-04-21,0,1.0975251318041994
2027-04-22,0,1.0975251318041994
2027-04-23,0,1.0975251318041994
2027-04-24,0,1.0975251318041994
2027-04-25,1,1.0975251318041994
2027-04-26,1,1.0975251318041994
2027-04-27,0,1.0975251318041994
2027-04-28,0,1.0975251318041994
2027-04-29,1,1.0975251318041994
2027-04-30,1,1.0975251318041994
2027-05-01,0,1.0975251318041994
2027-05-02,0,1.0975251318041994
2027-05-03,1,1.0975251318041994
2027-05-04,0,1.0975251318041994
2027-05-05,0,1.0975251318041994
2027-05-06,0,1.0975251318041994
2027-05-07,1,1.0975251318041994
2027-05-08,0,1.0975251318041994
2027-05-09,1,1.0975251318041994
2027-05-10,1,1.0975251318041994
2027-05-11,0,1.0975251318041994
2027-05-12,0,1.0975251318041994
2027-05-13,0,1.0975251318041994
2027-05-14,1,1.0975251318041994
2027-05-15,0,1.0975251318041994
2027-05-16,1,1.0975251318041994
2027-05-17,0,1.0975251318041994
2027-05-18,0,1.0975251318041994
2027-05-19,1,1.0975251318041994
2027-05-20,1,1.0975251318041994
2027-05-21,2,1.0975251318041994
2027-05-22,0,1.0975251318041994
2027-05-23,1,1.0975251318041994
2027-05-24,0,1.0975251318041994
2027-05-25,0,1.0975251318041994
2027-05-26,1,1.0975251318041994
2027-05-27,0,1.0975251318041994
2027-05-28,1,1.0975251318041994
2027-05-29,0,1.0975251318041994
2027-05-30,1,1.0975251318041994
2027-05-31,0,1.0975251318041994
2027-06-01,1,1.0975251318041994
2027-06-02,0,1.0975251318041994
2027-06-03,0,1.0975251318041994
2027-06-04,0,1.0975251318041994
2027-06-05,1,1.0975251318041994
2027-06-06,1,1.0975251318041994
2027-06-07,1,1.0975251318041994
2027-06-08,1,1.0975251318041994
2027-06-09,1,1.0975251318041994
2027-06-10,0,1.0975251318041994
2027-06-11,0,1.0975251318041994
2027-06-12,1,1.0975251318041994
2027-06-13,1,1.0975251318041994
2027-06-14,1,1.0975251318041994
2027-06-15,0,1.0975251318041994
2027-06-16,0,1.0975251318041994
2027-06-17,1,1.0975251318041994
2027-06-18,1,1.0975251318041994
2027-06-19,0,1.0975251318041994
2027-06-20,0,1.0975251318041994
2027-06-21,0,1.0975251318041994
2027-06-22,0,1.0975251318041994
2027-06-23,0,1.0975251318041994
2027-06-24,0,1.0975251318041994
2027-06-25,0,1.0975251318041994
2027-06-26,1,1.0975251318041994
2027-06-27,1,1.0975251318041994
2027-06-28,2,1.0975251318041994
2027-06-29,3,1.0975251318041994
2027-06-30,1,1.0975251318041994
2027-07-01,1,1.0975251318041994
2027-07-02,0,1.0975251318041994
2027-07-03,0,1.0975251318041994
2027-07-04,1,1.0975251318041994
2027-07-05,1,1.0975251318041994
2027-07-06,1,1.0975251318041994
2027-07-07,0,1.0975251318041994
2027-07-08,1,1.0975251318041994
2027-07-09,0,1.0975251318041994
2027-07-10,0,1.0975251318041994
2027-07-11,2,1.0975251318041994
2027-07-12,0,1.0975251318041994
2027-07-13,2,1.0975251318041994
2027-07-14,0,1.0975251318041994
2027-07-15,1,1.0975251318041994
2027-07-16,1,1.0975251318041994
2027-07-17,1,1.0975251318041994
2027-07-18,1,1.0975251318041994
2027-07-19,1,1.0975251318041994
2027-07-20,1,1.0975251318041994
2027-07-21,0,1.0975251318041994
2027-07-22,2,1.0975251318041994
2027-07-23,2,1.0975251318041994
2027-07-24,1,1.0975251318041994
2027-07-25,1,1.0975251318041994
2027-07-26,1,1.0975251318041994
2027-07-27,0,1.0975251318041994
2027-07-28,2,1.0975251318041994
2027-07-29,1,1.0975251318041994
2027-07-30,1,1.0975251318041994
2027-07-31,0,1.0975251318041994
2027-08-01,0,1.0975251318041994
2027-08-02,0,1.0975251318041994
2027-08-03,1,1.0975251318041994
2027-08-04,0,1.0975251318041994
2027-08-05,1,1.0975251318041994
2027-08-06,2,1.0975251318041994
2027-08-07,0,1.0975251318041994
2027-08-08,1,1.0975251318041994
2027-08-09,0,1.0975251318041994
2027-08-10,1,1.0975251318041994
2027-08-11,0,1.0975251318041994
2027-08-12,1,1.0975251318041994
2027-08-13,2,1.0975251318041994
2027-08-14,0,1.0975251318041994
2027-08-15,2,1.0975251318041994
2027-08-16,1,1.0975251318041994
2027-08-17,0,1.0975251318041994
2027-08-18,2,1.0975251318041994
2027-08-19,0,1.0975251318041994
2027-08-20,1,1.0975251318041994
2027-08-21,0,1.0975251318041994
2027-08-22,0,1.0975251318041994
2027-08-23,0,1.0975251318041994
2027-08-24,0,1.0975251318041994
2027-08-25,1,1.0975251318041994
2027-08-26,1,1.0975251318041994
2027-08-27,0,1.0975251318041994
2027-08-28,2,1.0975251318041994
2027-08-29,1,1.0975251318041994
2027-08-30,0,1.0975251318041994
2027-08-31,0,1.0975251318041994
2027-09-01,1,1.0975251318041994
2027-09-02,0,1.0975251318041994
2027-09-03,1,1.0975251318041994
2027-09-04,0,1.0975251318041994
2027-09-05,1,1.0975251318041994
2027-09-06,0,1.0975251318041994
2027-09-07,2,1.0975251318041994
2027-09-08,0,1.0975251318041994
2027-09-09,0,1.0975251318041994
2027-09-10,2,1.0975251318041994
2027-09-11,1,1.0975251318041994
2027-09-12,0,1.0975251318041994
2027-09-13,0,1.0975251318041994
2027-09-14,0,1.0975251318041994
2027-09-15,0,1.0975251318041994
2027-09-16,0,1.0975251318041994
2027-09-17,0,1.0975251318041994
2027-09-18,0,1.0975251318041994
2027-09-19,1,1.0975251318041994
2027-09-20,2,1.0975251318041994
2027-09-21,1,1.0975251318041994
2027-09-22,1,1.0975251318041994
2027-09-23,1,1.0975251318041994
2027-09-24,1,1.0975251318041994
2027-09-25,1,1.0975251318041994
2027-09-26,2,1.0975251318041994
2027-09-27,0,1.0975251318041994
2027-09-28,0,1.0975251318041994
2027-09-29,0,1.0975251318041994
2027-09-30,0,1.0975251318041994
2027-10-01,1,1.0975251318041994
2027-10-02,2,1.0975251318041994
2027-10-03,1,1.0975251318041994
2027-10-04,0,1.0975251318041994
2027-10-05,0,1.0975251318041994
2027-10-06,0,1.0975251318041994
2027-10-07,0,1.0975251318041994
2027-10-08,0,1.0975251318041994
2027-10-09,1,1.0975251318041994
2027-10-10,0,1.0975251318041994
2027-10-11,0,1.0975251318041994
2027-10-12,0,1.0975251318041994
2027-10-13,0,1.0975251318041994
2027-10-14,1,1.0975251318041994
2027-10-15,1,1.0975251318041994
2027-10-16,0,1.0975251318041994
2027-10-17,0,1.0975251318041994
2027-10-18,0,1.0975251318041994
2027-10-19,2,1.0975251318041994
2027-10-20,0,1.0975251318041994
2027-10-21,0,1.0975251318041994
2027-10-22,1,1.0975251318041994
2027-10-23,0,1.0975251318041994
2027-10-24,0,1.0975251318041994
2027-10-25,1,1.0975251318041994
2027-10-26,0,1.0975251318041994
2027-10-27,0,1.0975251318041994
2027-10-28,0,1.0975251318041994
2027-10-29,1,1.0975251318041994
2027-10-30,1,1.0975251318041994
2027-10-31,0,1.0975251318041994
2027-11-01,0,1.0975251318041994
2027-11-02,1,1.0975251318041994
2027-11-03,0,1.0975251318041994
2027-11-04,0,1.0975251318041994
2027-11-05,2,1.0975251318041994
2027-11-06,1,1.0975251318041994
2027-11-07,1,1.0975251318041994
2027-11-08,0,1.0975251318041994
2027-11-09,0,1.0975251318041994
2027-11-10,1,1.0975251318041994
2027-11-11,0,1.0975251318041994
