date,actual,forecast
2027-01-02,0,0.1002900810583244
2027-01-03,0,0.10027231423541627
2027-01-04,0,0.1002557130186745
2027-01-05,0,0.1002402760503649
2027-01-06,0,0.10022600196512624
2027-01-07,0,0.10021288939009454
2027-01-08,0,0.1002009369449968
2027-01-09,0,0.10019014324227829
2027-01-10,0,0.10018050688732555
2027-01-11,0,0.10017202647842241
2027-01-12,0,0.10016470060702434
2027-01-13,0,0.1001585278577776
2027-01-14,0,0.10015350680870805
2027-01-15,1,0.1001496360312562
2027-01-16,0,0.10014691409045054
2027-01-17,0,0.10014533954501273
2027-01-18,0,0.10014491094739089
2027-01-19,0,0.10014562684399911
2027-01-20,0,0.10014748577517699
2027-01-21,0,0.100150486275391
2027-01-22,0,0.10015462687326399
2027-01-23,0,0.10015990609173928
2027-01-24,0,0.10016632244809207
2027-01-25,0,0.10017387445408368
2027-01-26,0,0.10018256061603098
2027-01-27,0,0.10019237943486009
2027-01-28,0,0.10020332940625981
2027-01-29,0,0.10021540902067713
2027-01-30,0,0.10022861676346273
2027-01-31,0,0.10024295111491324
2027-02-01,0,0.0999340565557214
2027-02-02,0,0.09992012888645518
2027-02-03,0,0.09990729969676987
2027-02-04,0,0.0998955683597712
2027-02-05,1,0.09988493424314501
2027-02-06,0,0.09987539670913737
2027-02-07,0,0.09986695511467691
2027-02-08,0,0.0998596088112583
2027-02-09,0,0.09985335714497692
2027-02-10,0,0.09984819945653708
2027-02-11,0,0.0998441350812331
2027-02-12,0,0.0998411633489589
2027-02-13,0,0.0998392835841447
2027-02-14,0,0.09983849510583764
2027-02-15,0,0.09983879722757605
2027-02-16,0,0.09984018925745519
2027-02-17,0,0.09984267049808732
2027-02-18,0,0.09984624024655969
2027-02-19,0,0.09985089779443698
2027-02-20,0,0.09985664242773729
2027-02-21,0,0.09986347342687354
2027-02-22,0,0.09987139006666651
2027-02-23,0,0.09988039161628415
2027-02-24,0,0.09989047733919812
2027-02-25,0,0.09990164649322678
2027-02-26,0,0.09991389833040304
2027-02-27,0,0.09992723209698212
2027-02-28,0,0.09994164703340713
2027-03-01,0,0.09991585262577357
2027-03-02,0,0.09990041251803172
2027-03-03,0,0.09988604178058808
2027-03-04,0,0.09987274047335418
2027-03-05,0,0.09986050864801962
2027-03-06,0,0.09984934634795656
2027-03-07,0,0.09983925360804566
2027-03-08,0,0.09983023045472805
2027-03-09,0,0.09982227690574177
2027-03-10,0,0.09981539297015929
2027-03-11,1,0.09980957864819154
2027-03-12,0,0.09980483393116468
2027-03-13,0,0.09980115880137091
2027-03-14,0,0.09979855323195583
2027-03-15,0,0.09979701718687736
2027-03-16,0,0.09979655062072612
2027-03-17,0,0.09979715347868359
2027-03-18,0,0.0997988256963743
2027-03-19,0,0.0998015671997628
2027-03-20,0,0.09980537790508781
2027-03-21,0,0.09981025771866983
2027-03-22,0,0.09981620653690554
2027-03-23,0,0.09982322424607074
2027-03-24,0,0.09983131072224538
2027-03-25,0,0.09984046583121234
2027-03-26,0,0.09985068942831701
2027-03-27,1,0.09986198135836191
2027-03-28,0,0.09987434145551152
2027-03-29,0,0.09988776954315731
2027-03-30,0,0.09990226543380187
2027-03-31,0,0.0999178289289531
2027-04-01,0,0.09997738075693627
2027-04-02,0,0.09996235833598924
2027-04-03,0,0.0999484044245956
2027-04-04,0,0.09993551948872312
2027-04-05,0,0.09992370397982483
2027-04-06,0,0.09991295833478728
2027-04-07,0,0.09990328297564463
2027-04-08,0,0.09989467830959345
2027-04-09,0,0.09988714472874954
2027-04-10,0,0.09988068261007468
2027-04-11,0,0.09987529231516398
2027-04-12,0,0.09987097419017063
2027-04-13,0,0.09986772856566767
2027-04-14,0,0.09986555575646039
2027-04-15,0,0.09986445606152594
2027-04-16,0,0.09986442976379259
2027-04-17,0,0.09986547713002536
